Codebase,Feature,Cluster,CLIP,CRIP,CROP,CWOP,CIP,COP,CPIF,CIOF,Orchestrator
Acme-Rookie-mave,NuevaEntidadXXXCompanyController.save,0,0.000000,1.000000,1.000000,0.000000,0.500000,0.352941,0.692308,0.666667,0
Acme-Rookie-mave,NuevaEntidadXXXCompanyController.save,3,0.500000,0.500000,0.625000,0.375000,0.333333,0.470588,1.153846,1.333333,0
Acme-Rookie-mave,NuevaEntidadXXXCompanyController.save,2,0.000000,1.000000,1.000000,0.000000,0.166667,0.176471,1.153846,1.000000,1
Acme-Rookie-mave,ExportAndDeleteDataRookieController.export,5,0.500000,0.500000,0.500000,0.500000,0.166667,0.111111,0.705882,0.695652,0
Acme-Rookie-mave,ExportAndDeleteDataRookieController.export,0,0.000000,1.000000,1.000000,0.000000,0.333333,0.444444,1.176471,1.391304,0
Acme-Rookie-mave,ExportAndDeleteDataRookieController.export,6,0.000000,1.000000,1.000000,0.000000,0.333333,0.277778,1.411765,0.869565,0
Acme-Rookie-mave,ExportAndDeleteDataRookieController.export,2,0.000000,1.000000,1.000000,0.000000,0.166667,0.166667,0.705882,1.043478,1
Acme-Rookie-mave,FinderRookieController.save,6,0.200000,0.800000,0.727273,0.272727,0.400000,0.423077,0.801431,1.073171,0
Acme-Rookie-mave,FinderRookieController.save,2,0.111111,0.888889,0.888889,0.111111,0.360000,0.346154,0.966011,0.975610,0
Acme-Rookie-mave,FinderRookieController.save,9,0.000000,1.000000,1.000000,0.000000,0.160000,0.153846,1.717353,0.975610,1
Acme-Rookie-mave,FinderRookieController.save,0,0.000000,1.000000,1.000000,0.000000,0.080000,0.076923,0.515206,0.975610,0
Acme-Rookie-mave,ApplicationRookieController.create,2,0.500000,0.500000,0.692308,0.307692,0.400000,0.541667,0.739726,1.444444,0
Acme-Rookie-mave,ApplicationRookieController.create,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.333333,0.410959,0.888889,0
Acme-Rookie-mave,ApplicationRookieController.create,6,0.333333,0.666667,0.666667,0.333333,0.200000,0.125000,1.849315,0.666667,1
Acme-Rookie-mave,MiscellaneousDataRookieController.delete,6,0.000000,1.000000,1.000000,0.000000,0.190476,0.181818,1.548936,0.969697,0
Acme-Rookie-mave,MiscellaneousDataRookieController.delete,8,0.200000,0.800000,0.800000,0.200000,0.238095,0.227273,1.072340,0.969697,0
Acme-Rookie-mave,MiscellaneousDataRookieController.delete,5,0.000000,1.000000,1.000000,0.000000,0.190476,0.181818,0.714894,0.969697,1
Acme-Rookie-mave,MiscellaneousDataRookieController.delete,0,0.000000,1.000000,1.000000,0.000000,0.380952,0.409091,0.663830,1.090909,0
Acme-Rookie-mave,SponsorshipProviderController.save,2,0.400000,0.600000,0.600000,0.400000,0.161290,0.135135,1.870610,0.877285,1
Acme-Rookie-mave,SponsorshipProviderController.save,4,0.583333,0.416667,0.470588,0.529412,0.387097,0.459459,0.502773,1.242820,0
Acme-Rookie-mave,SponsorshipProviderController.save,0,0.142857,0.857143,0.875000,0.125000,0.225806,0.216216,0.596426,1.002611,0
Acme-Rookie-mave,SponsorshipProviderController.save,7,0.285714,0.714286,0.714286,0.285714,0.225806,0.189189,1.030191,0.877285,0
Acme-Rookie-mave,ApplicationCompanyController.rejectApplication,2,0.142857,0.857143,0.933333,0.066667,0.411765,0.405405,1.866667,1.290323,0
Acme-Rookie-mave,ApplicationCompanyController.rejectApplication,0,0.625000,0.375000,0.600000,0.400000,0.470588,0.540541,2.133333,1.505376,0
Acme-Rookie-mave,ApplicationCompanyController.rejectApplication,6,0.000000,1.000000,1.000000,0.000000,0.058824,0.027027,0.000000,0.602151,1
Acme-Rookie-mave,ApplicationCompanyController.rejectApplication,9,0.000000,1.000000,1.000000,0.000000,0.058824,0.027027,0.000000,0.602151,0
Acme-Rookie-mave,PositionController.display,2,0.200000,0.800000,0.800000,0.200000,0.250000,0.217391,0.632911,0.818182,0
Acme-Rookie-mave,PositionController.display,3,0.000000,1.000000,1.000000,0.000000,0.150000,0.173913,1.898734,1.090909,0
Acme-Rookie-mave,PositionController.display,4,0.333333,0.666667,0.666667,0.333333,0.300000,0.260870,0.303797,0.818182,0
Acme-Rookie-mave,PositionController.display,9,0.000000,1.000000,1.000000,0.000000,0.050000,0.043478,0.000000,0.818182,1
Acme-Rookie-mave,PositionController.display,0,0.000000,1.000000,1.000000,0.000000,0.100000,0.173913,2.531646,1.636364,0
Acme-Rookie-mave,PositionController.display,7,0.333333,0.666667,0.666667,0.333333,0.150000,0.130435,0.632911,0.818182,0
Acme-Rookie-mave,PositionCompanyController.save,0,0.500000,0.500000,0.550000,0.450000,0.428571,0.476190,1.111969,1.242236,0
Acme-Rookie-mave,PositionCompanyController.save,2,0.200000,0.800000,0.866667,0.133333,0.357143,0.357143,1.359073,1.118012,0
Acme-Rookie-mave,PositionCompanyController.save,6,0.000000,1.000000,1.000000,0.000000,0.178571,0.142857,1.528958,0.894410,0
Acme-Rookie-mave,PositionCompanyController.save,9,0.000000,1.000000,1.000000,0.000000,0.035714,0.023810,0.000000,0.745342,1
Acme-Rookie-mave,ApplicationCompanyController.acceptApplication,2,0.166667,0.833333,0.923077,0.076923,0.400000,0.412698,0.227003,1.328467,0
Acme-Rookie-mave,ApplicationCompanyController.acceptApplication,0,0.714286,0.285714,0.515152,0.484848,0.466667,0.523810,0.205800,1.445256,0
Acme-Rookie-mave,ApplicationCompanyController.acceptApplication,6,0.000000,1.000000,1.000000,0.000000,0.066667,0.031746,1.783598,0.613139,1
Acme-Rookie-mave,ApplicationCompanyController.acceptApplication,9,0.000000,1.000000,1.000000,0.000000,0.066667,0.031746,1.783598,0.613139,0
Acme-Rookie-mave,AdministratorController.dashboard,7,0.000000,1.000000,1.000000,0.000000,0.065934,0.072917,1.134115,1.121726,0
Acme-Rookie-mave,AdministratorController.dashboard,4,0.000000,1.000000,1.000000,0.000000,0.109890,0.104167,0.436198,0.961479,1
Acme-Rookie-mave,AdministratorController.dashboard,0,0.000000,1.000000,1.000000,0.000000,0.197802,0.187500,0.975031,0.961479,0
Acme-Rookie-mave,AdministratorController.dashboard,1,0.000000,1.000000,1.000000,0.000000,0.098901,0.093750,2.453614,0.961479,0
Acme-Rookie-mave,AdministratorController.dashboard,2,0.076923,0.923077,0.933333,0.066667,0.285714,0.312500,0.994532,1.109399,0
Acme-Rookie-mave,AdministratorController.dashboard,6,0.000000,1.000000,1.000000,0.000000,0.175824,0.166667,1.134115,0.961479,0
Acme-Rookie-mave,AdministratorController.dashboard,5,0.000000,1.000000,1.000000,0.000000,0.021978,0.020833,0.436198,0.961479,0
Acme-Rookie-mave,AdministratorController.dashboard,3,0.000000,1.000000,1.000000,0.000000,0.043956,0.041667,0.436198,0.961479,0
Acme-Santiago-maven,ChirpAdministratorController.list,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.500000,2.000000,1.333333,0
Acme-Santiago-maven,ChirpAdministratorController.list,6,0.000000,1.000000,1.000000,0.000000,0.200000,0.125000,0.000000,0.666667,0
Acme-Santiago-maven,ChirpAdministratorController.list,3,0.500000,0.500000,0.666667,0.333333,0.400000,0.375000,1.000000,1.000000,1
Acme-Santiago-maven,RegisterUserController.save,0,0.750000,0.250000,0.625000,0.375000,0.400000,0.592593,1.875000,1.714286,0
Acme-Santiago-maven,RegisterUserController.save,4,0.800000,0.200000,0.300000,0.700000,0.500000,0.370370,1.125000,0.857143,0
Acme-Santiago-maven,RegisterUserController.save,3,1.000000,0.000000,0.000000,1.000000,0.100000,0.037037,0.000000,0.428571,1
Acme-Santiago-maven,AdvertisementAgentController.save,0,0.200000,0.800000,0.900000,0.100000,0.454545,0.500000,1.666667,1.250000,0
Acme-Santiago-maven,AdvertisementAgentController.save,6,0.000000,1.000000,1.000000,0.000000,0.090909,0.050000,0.000000,0.625000,0
Acme-Santiago-maven,AdvertisementAgentController.save,1,0.600000,0.400000,0.555556,0.444444,0.454545,0.450000,1.333333,1.125000,1
Acme-Santiago-maven,ChirpUserController.create,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.500000,1.000000,1.285714,1
