Codebase,Feature,Orchestrator,Entities,Type,Initial System Complexity,Final System Complexity,System Complexity Reduction,Initial Inconsistency Complexity,Final Inconsistency Complexity,Inconsistency Complexity Reduction,Initial Functionality Complexity,Final Functionality Complexity,Functionality Complexity Reduction
Acme-Taxi-maven,DriverDriverController.save,3,"Configuration, IdNumberPattern, ",SAGA,472,224,248,0,0,0,164,19,145
Acme-Trip-maven,ActivityCommentActorController.save,0,"Activity, ",SAGA,54,50,4,0,0,0,12,7,5
Acme-Trip-maven,TripCommentActorController.create,1,"Comment, ",SAGA,50,51,-1,0,2,-2,15,16,-1
Acme-Trip-maven,TripCommentActorController.save,2,"Actor, UserAccount, DomainEntity, ",SAGA,54,52,2,0,2,-2,25,7,18
Acme-Trip-maven,ActivityCommentActorController.create,2,"Actor, UserAccount, DomainEntity, ",SAGA,49,51,-2,0,0,0,19,7,12
Acme-Un-Viaje-maven,RequestCustomerController.save,2,"Customer, ",SAGA,74,34,40,0,2,-2,6,31,-25
Acme-Un-Viaje-maven,CustomerController.rateTravelAgency,6,"Valoration, ",SAGA,70,65,5,0,2,-2,81,23,58
Acme-Un-Viaje-maven,BookingAccomodationTravelAgencyController.save,2,"TravelAgency, TravelPack, ",SAGA,51,40,11,0,9,-9,139,35,104
Acme-Un-Viaje-maven,RequestCustomerController.create,4,"Request, ",SAGA,33,34,-1,0,8,-8,36,16,20
Acme-Un-Viaje-maven,RefereeController.delete,1,"Actor, DomainEntity, UserAccount, ",SAGA,73,27,46,0,2,-2,189,18,171
Acme-Un-Viaje-maven,TransporterController.delete,1,"Actor, DomainEntity, UserAccount, ",SAGA,118,74,44,0,16,-16,95,26,69
Acme-Un-Viaje-maven,FinderAccomodationTravelAgencyController.show,2,"TravelAgency, TravelPack, ",SAGA,28,28,0,0,0,0,124,46,78
Acme-Un-Viaje-maven,TransporterController.rateCustomer,1,"DomainEntity, UserAccount, ",SAGA,57,54,3,0,2,-2,7,35,-28
Acme-Un-Viaje-maven,RequestCustomerController.delete,2,"Customer, ",SAGA,5,6,-1,0,0,0,22,30,-8
Acme-Un-Viaje-maven,HostController.rateCleaner,6,"Valoration, ",SAGA,71,68,3,0,9,-9,99,24,75
Acme-Un-Viaje-maven,CurriculaController.show,0,"CleaningTask, ",SAGA,19,21,-2,0,0,0,43,33,10
Acme-Un-Viaje-maven,CleaningTaskController.saveEdit,3,"Cleaner, ",SAGA,89,0,89,0,10,-10,217,26,191
Acme-Un-Viaje-maven,CustomerController.rateTransporter,1,"DomainEntity, UserAccount, ",SAGA,57,54,3,0,2,-2,40,38,2
Acme-Un-Viaje-maven,HostController.rateCustomer,1,"DomainEntity, UserAccount, ",SAGA,70,67,3,0,2,-2,69,38,31
Acme-Un-Viaje-maven,FinderRequestTravelAgencyController.show,1,"DomainEntity, UserAccount, ",SAGA,6,8,-2,0,2,-2,59,28,31
Acme-Un-Viaje-maven,ComplaintCustomerController.editPost,0,"Host, ",SAGA,312,130,182,0,0,0,158,21,137
Acme-Un-Viaje-maven,TravelAgencyController.delete,6,"SocialProfile, ",SAGA,179,137,42,0,9,-9,164,30,134
Acme-Un-Viaje-maven,JobApplicationCleanerController.delete,0,"Host, JobApplication, ",SAGA,37,41,-4,0,2,-2,214,41,173
Acme-Un-Viaje-maven,CleanerController.delete,0,"JobApplication, CleaningTask, ",SAGA,139,98,41,0,2,-2,137,23,114
Acme-Un-Viaje-maven,FinderRequestTravelAgencyController.refresh,4,"Request, FinderRequest, ",SAGA,131,8,123,0,2,-2,92,25,67
Acme-Un-Viaje-maven,JobApplicationCleanerController.create,3,"Cleaner, Curricula, ",SAGA,85,47,38,0,4,-4,23,28,-5
Acme-Un-Viaje-maven,FinderAccomodationTravelAgencyController.refresh,0,"Accomodation, FinderAccomodation, ",SAGA,155,30,125,0,2,-2,105,32,73
Acme-Un-Viaje-maven,TravelPackTravelAgencyController.save,1,"DomainEntity, UserAccount, ",SAGA,465,123,342,0,2,-2,114,52,62
Acme-Un-Viaje-maven,TravelAgencyController.save,2,"TravelAgency, ",SAGA,447,206,241,0,8,-8,23,13,10
Acme-Un-Viaje-maven,ComplaintCustomerController.createPost,0,"Host, Accomodation, BookingAccomodation, ",SAGA,324,95,229,0,9,-9,33,46,-13
Acme-Un-Viaje-maven,HostController.delete,2,"Complaint, TravelPack, ",SAGA,169,128,41,0,2,-2,168,33,135
Acme-Un-Viaje-maven,ReviewController.saveEdit,0,"Host, ",SAGA,209,177,32,0,2,-2,168,64,104
Acme-Un-Viaje-maven,TravelPackCustomerController.accept,0,"Accomodation, BookingAccomodation, ",SAGA,413,166,247,0,0,0,32,54,-22
AcmeDistributor-maven,CommentCustomerController.delete,2,"Customer, ",SAGA,6,7,-1,0,2,-2,19,9,10
AcmeDistributor-maven,ShoppingCartCustomerController.edit,0,"UserAccount, DomainEntity, ",SAGA,11,12,-1,0,0,0,15,20,-5
AcmeDistributor-maven,CommentCustomerController.saveCreate,2,"Customer, ",SAGA,6,7,-1,0,2,-2,11,9,2
AcmeDistributor-maven,CommentCustomerController.create,2,"Customer, ",SAGA,54,49,5,0,0,0,14,9,5
AcmeDistributor-maven,ShoppingLineCustomerController.add,2,"Customer, ShoppingCart, ",SAGA,22,0,22,0,2,-2,198,35,163
AcmeDistributor-maven,CommentCustomerController.save,2,"Customer, ",SAGA,6,7,-1,0,6,-6,12,9,3
AcmeDistributor-maven,ShoppingLineCustomerController.create,0,"UserAccount, DomainEntity, ",SAGA,50,34,16,0,0,0,73,17,56
AcmeDistributor-maven,InvoiceCustomerController.save,0,"UserAccount, DomainEntity, ",SAGA,131,31,100,0,2,-2,69,22,47
AcmeDistributor-maven,ShoppingLineCustomerController.save,0,"UserAccount, DomainEntity, ",SAGA,11,0,11,0,0,0,114,29,85
AcmeDistributor-maven,CustomerController.save,1,"Comment, ",SAGA,190,83,107,0,0,0,16,8,8
AcmeShop-maven,QuestionUserController.save,5,"Config, ",SAGA,55,51,4,0,0,0,11,12,-1
AcmeShop-maven,ActorMessageController.send,5,"Config, ",SAGA,185,13,172,0,0,0,170,3,167
AcmeShop-maven,ReviewUserController.create,6,"SaleLine, ",SAGA,53,52,1,0,0,0,17,29,-12
AcmeShop-maven,AnswerBusinessController.save,1,"Question, Answer, ",SAGA,26,2,24,0,0,0,11,33,-22
AcmeShop-maven,ReviewUserController.save,9,"Review, ",SAGA,37,2,35,0,0,0,8,19,-11
AcmeShop-maven,AuctionAdvertisementController.save,2,"AuctionAdvertisement, ",SAGA,130,22,108,0,8,-8,139,12,127
AcmeShop-maven,PaymentUserController.executePaypal,10,"Ticket, ",SAGA,636,119,517,0,8,-8,412,17,395
AcmeShop-maven,PaymentUserController.executeBid,6,"SaleLine, ShipmentAddress, FacturationData, ",SAGA,361,33,328,0,0,0,194,17,177
AcmeShop-maven,ReportController.save,10,"Ticket, ",SAGA,73,0,73,0,2,-2,200,39,161
AcmeShop-maven,ValorationController.create,3,"Valoration, ",SAGA,274,8,266,0,0,0,128,12,116
AcmeShop-maven,PaymentUserController.executeBuyNow,6,"SaleLine, ShipmentAddress, FacturationData, ",SAGA,379,39,340,0,6,-6,236,18,218
AcmeShop-maven,ActorController.register,3,"BusinessInfo, SocialIdentity, Valoration, ",SAGA,865,224,641,0,0,0,25,11,14
AppPortal-maven,OrderApiController.addOrderList,4,"Product, ",SAGA,64,32,32,0,0,0,84,9,75
AppPortal-maven,OrderApiController.addOrder,3,"TenancyUser, ",SAGA,74,32,42,0,0,0,62,10,52
AppPortal-maven,CompanyApiController.getCompanys,10,"NewsCategory, ",SAGA,16,10,6,0,0,0,4,4,0
AppPortal-maven,NewsController.updateNews,1,"NewsAuthCfg, AuthCfg, ",SAGA,14,16,-2,0,0,0,6,13,-7
AppPortal-maven,CompanyController.info,3,"Tenancy, User, ",SAGA,5,0,5,0,0,0,12,6,6
AppPortal-maven,NewsController.saveNews,10,"News, NewsCategory, NewsContent, ",SAGA,14,16,-2,0,0,0,17,6,11
AppPortal-maven,NewsController.createForm,3,"BaseEntity, User, ",SAGA,3,3,0,0,0,0,2,8,-6
AppPortal-maven,OrderApiController.delProducts,3,"TenancyUser, ",SAGA,55,30,25,0,0,0,7,9,-2
AppPortal-maven,OrderApiController.delete,3,"TenancyUser, ",SAGA,65,30,35,0,0,0,54,11,43
AppCan-coopMan,UserController.findUserList,0,"User, Setting, ",SAGA,3,4,-1,0,0,0,25,12,13
cloudstreetmarket.com-maven,StockProductController.get,3,"Industry, ",SAGA,93,29,64,0,0,0,87,10,77
cloudstreetmarket.com-maven,ChartIndexController.get,2,"IndexQuote, ChartIndex, ",SAGA,106,29,77,0,0,0,72,9,63
cloudstreetmarket.com-maven,IndexController.get,2,"IndexQuote, ChartIndex, ",SAGA,106,26,80,0,0,0,57,9,48
cloudstreetmarket.com-maven,IndexController.getSeveral,2,"IndexQuote, ChartIndex, ",SAGA,106,29,77,0,0,0,33,9,24
cms_wanzi-maven,OrderController.edit,6,"UserDetail, ",SAGA,3,2,1,0,0,0,351,196,155
cms_wanzi-maven,MemberGroupController.delete,6,"UserMemberGroup, ",SAGA,737,713,24,0,0,0,123,19,104
cms_wanzi-maven,OrderController.list,4,"Order, Product, ",SAGA,3,2,1,0,0,0,791,195,596
cms_wanzi-maven,GenerationController.makeHomeHtml,0,"Model, Task, Node, ",SAGA,3594,686,2908,0,0,0,7198,46,7152
cms_wanzi-maven,GenerationController.deleteHomeHtml,1,"NodeDetail, ",SAGA,687,686,1,0,0,0,5823,124,5699
cms_wanzi-maven,OAuthRegisterController.oauthRegisterSubmit,0,"Role, ",SAGA,6136,639,5497,0,0,0,1506,155,1351
cms_wanzi-maven,UserGlobalController.save,0,"Role, ",SAGA,6522,1149,5373,0,0,0,1567,11,1556
cms_wanzi-maven,GenerationController.makeAllHtml,0,"Task, Model, Node, Info, ",SAGA,10229,1346,8883,0,2,-2,50938,49,50889
cms_wanzi-maven,InfoController.list,1,"WorkflowProcess, ",SAGA,1029,443,586,0,0,0,414,253,161
cms_wanzi-maven,UserGlobalController.update,6,"UserDetail, UserMemberGroup, UserOrg, ",SAGA,3321,1046,2275,0,0,0,187,28,159
cms_wanzi-maven,UserController.save,0,"Role, ",SAGA,6522,1149,5373,0,0,0,1136,11,1125
cms_wanzi-maven,UserController.update,6,"UserDetail, UserMemberGroup, UserOrg, ",SAGA,3321,1042,2279,0,0,0,1853,28,1825
cms_wanzi-maven,RegisterController.registerSubmit,6,"UserStatus, UserDetail, UserMemberGroup, UserOrg, ",SAGA,6440,662,5778,0,0,0,867,158,709
cms_wanzi-maven,TagController.delete,0,"Ad, AdSlot, Attachment, Attribute, Collect, CollectField, VisitLog, Comment, Vote, Friendlink, FriendlinkType, Workflow, WorkflowGroup, Guestbook, GuestbookType, Info, Model, Node, Question, Resume, Role, ScheduleJob, ScoreGroup, Special, SpecialCategory, Tag, Task, ",SAGA,1096,686,410,0,0,0,1352,331,1021
cms_wanzi-maven,AttachmentController.delete,1,"AttachmentRef, ",SAGA,1108,689,419,0,0,0,2225,344,1881
cms_wanzi-maven,AttributeController.delete,3,"InfoAttribute, ",SAGA,1100,686,414,0,0,0,12319,323,11996
cms_wanzi-maven,AdController.update,1,"AttachmentRef, ",SAGA,2012,728,1284,0,0,0,3084,332,2752
cms_wanzi-maven,RoleController.delete,1,"WorkflowStepRole, ",SAGA,1142,686,456,0,0,0,5035,299,4736
cms_wanzi-maven,InfoController.download,1,"InfoDetail, ",SAGA,450,0,450,0,0,0,10101,613,9488
cms_wanzi-maven,AdController.delete,1,"AttachmentRef, ",SAGA,3338,1343,1995,0,0,0,5252,339,4913
cms_wanzi-maven,AdController.save,1,"AttachmentRef, ",SAGA,2516,1343,1173,0,0,0,14466,339,14127
cms_wanzi-maven,SpecialController.update,1,"AttachmentRef, ",SAGA,2676,733,1943,0,0,0,23794,324,23470
cms_wanzi-maven,InfoController.view,1,"WorkflowProcess, ",SAGA,2908,0,2908,0,0,0,14434,542,13892
cms_wanzi-maven,GenerationController.makeNodeHtml,1,"NodeDetail, ",SAGA,6859,1164,5695,0,0,0,18036,295,17741
cms_wanzi-maven,SpecialController.save,1,"AttachmentRef, ",SAGA,3781,1569,2212,0,0,0,4686,327,4359
cms_wanzi-maven,QuestionController.answer,5,"QuestionItemRec, QuestionOptRec, QuestionRecord, ",SAGA,1723,598,1125,0,0,0,3351,925,2426
cms_wanzi-maven,NodeController.update,1,"AttachmentRef, NodeDetail, ",SAGA,10400,34,10366,0,0,0,10226,174,10052
cms_wanzi-maven,NodeController.save,2,"NodeMemberGroup, NodeOrg, NodeRole, OperationLog, Org, Site, PublishPoint, MemberGroup, Global, User, ModelField, NodeBuffer, ",SAGA,12692,2612,10080,0,0,0,31159,763,30396
cms_wanzi-maven,InfoController.makeHtml,2,"OperationLog, Site, PublishPoint, Global, ",SAGA,2246,426,1820,0,0,0,24457,1002,23455
cms_wanzi-maven,InfoController.edit,1,"WorkflowProcess, ",SAGA,3390,0,3390,0,0,0,10273,544,9729
cms_wanzi-maven,SpecialController.delete,3,"InfoSpecial, ",SAGA,2948,686,2262,0,0,0,8598,321,8277
cms_wanzi-maven,WorkflowController.delete,4,"WorkflowLog, ",SAGA,1212,707,505,0,0,0,11973,323,11650
cms_wanzi-maven,ContributionController.delete,3,"InfoMemberGroup, InfoOrg, ",SAGA,16942,1272,15670,0,0,0,113433,222,113211
cms_wanzi-maven,InfoController.auditPass,1,"WorkflowStepRole, InfoDetail, WorkflowProcess, WorkflowStep, NodeDetail, ",SAGA,10522,1920,8602,0,0,0,51622,224,51398
cms_wanzi-maven,InfoController.auditReturn,1,"WorkflowStepRole, InfoDetail, WorkflowProcess, WorkflowStep, NodeDetail, ",SAGA,11353,1919,9434,0,0,0,32457,223,32234
cms_wanzi-maven,ContributionController.createSubmit,3,"InfoMemberGroup, InfoNode, InfoOrg, InfoSpecial, InfoTag, InfoAttribute, ",SAGA,30751,2922,27829,0,0,0,3406,47,3359
cms_wanzi-maven,CommentController.submit,1,"InfoDetail, ",SAGA,2729,1274,1455,0,0,0,12203,392,11811
cms_wanzi-maven,InfoController.auditReject,1,"WorkflowStepRole, InfoDetail, WorkflowProcess, WorkflowStep, NodeDetail, ",SAGA,11353,1919,9434,0,0,0,82409,223,82186
cms_wanzi-maven,CommentController.comment_submit_new,1,"InfoDetail, ",SAGA,2729,1280,1449,0,0,0,15915,397,15518
cms_wanzi-maven,GenerationController.fulltextSubmit,3,"InfoTag, InfoAttribute, ",SAGA,3065,1317,1748,0,0,0,12856,298,12558
cms_wanzi-maven,InfoController.save,1,"WorkflowStepRole, InfoDetail, AttachmentRef, WorkflowProcess, WorkflowStep, NodeDetail, ",SAGA,30877,3094,27783,0,0,0,32243,89,32154
cms_wanzi-maven,ContributionController.updateSubmit,3,"InfoMemberGroup, InfoNode, InfoOrg, InfoSpecial, InfoTag, InfoAttribute, ",SAGA,26047,2907,23140,0,0,0,42289,46,42243
cms_wanzi-maven,InfoController.info,1,"InfoDetail, NodeDetail, ",SAGA,1567,237,1330,0,0,0,3596,700,2896
cms_wanzi-maven,GenerationController.makeInfoHtml,1,"InfoDetail, NodeDetail, ",SAGA,5383,2609,2774,0,0,0,27670,1034,26636
cms_wanzi-maven,InfoController.moveSubmit,1,"InfoDetail, NodeDetail, ",SAGA,9888,696,9192,0,0,0,17907,232,17675
cms_wanzi-maven,InfoController.logicDelete,1,"WorkflowStepRole, InfoDetail, InfoProcess, WorkflowProcess, WorkflowStep, NodeDetail, ",SAGA,11220,2946,8274,0,0,0,61472,803,60669
cms_wanzi-maven,InfoController.recall,1,"WorkflowStepRole, InfoDetail, InfoProcess, WorkflowProcess, WorkflowStep, NodeDetail, ",SAGA,11220,2733,8487,0,0,0,22052,700,21352
cms_wanzi-maven,InfoController.archive,1,"WorkflowStepRole, InfoDetail, InfoProcess, WorkflowProcess, WorkflowStep, NodeDetail, ",SAGA,11220,2958,8262,0,0,0,14761,803,13958
cms_wanzi-maven,NodeController.mergeSubmit,1,"InfoDetail, AttachmentRef, NodeDetail, ",SAGA,13559,796,12763,0,0,0,113724,254,113470
cms_wanzi-maven,InfoController.antiArchive,2,"UserRole, NodeRole, OperationLog, Org, Site, PublishPoint, Global, User, ",SAGA,11220,2663,8557,0,0,0,57674,1403,56271
cms_wanzi-maven,OrgController.delete,6,"UserOrg, ",SAGA,17381,1581,15800,0,0,0,1425,75,1350
cms_wanzi-maven,OrgGlobalController.delete,6,"UserOrg, ",SAGA,17381,1586,15795,0,2,-2,116983,76,116907
cms_wanzi-maven,SiteController.delete,3,"InfoMemberGroup, InfoOrg, ",SAGA,18520,687,17833,0,2,-2,130405,153,130252
cms_wanzi-maven,UserGlobalController.delete,4,"WorkflowLog, ",SAGA,17502,687,16815,0,0,0,83366,92,83274
cms_wanzi-maven,InfoController.delete,3,"InfoMemberGroup, InfoOrg, ",SAGA,20722,689,20033,0,0,0,148248,338,147910
cms_wanzi-maven,UserController.delete,4,"WorkflowLog, ",SAGA,17502,686,16816,0,0,0,132220,107,132113
cms_wanzi-maven,InfoController.update,3,"InfoMemberGroup, InfoNode, InfoOrg, InfoSpecial, InfoTag, InfoAttribute, ",SAGA,29368,2307,27061,0,0,0,9322,223,9099
cms_wanzi-maven,NodeController.delete,1,"InfoDetail, AttachmentRef, NodeDetail, ",SAGA,36434,794,35640,0,0,0,208698,215,208483
Corpore-Fit-maven,ActorProviderController.save,2,"Provider, ",SAGA,564,16,548,0,0,0,299,8,291
Corpore-Fit-maven,RegisterAccountController.saveProvider,2,"Provider, ",SAGA,682,188,494,0,0,0,135,22,113
Corpore-Fit-maven,ActorManagerController.delete,1,"Actor, ",SAGA,83,63,20,0,0,0,588,87,501
Corpore-Fit-maven,RegisterAccountController.saveManager,0,"Manager, ",SAGA,694,203,491,0,0,0,118,24,94
Corpore-Fit-maven,ProviderAdministratorController.delete,2,"Advert, Product, Provider, ",SAGA,47,43,4,0,2,-2,409,94,315
Corpore-Fit-maven,ActorController.save,0,"GymRating, ",SAGA,934,258,676,0,0,0,106,32,74
Corpore-Fit-maven,ActorManagerController.save,0,"Gym, Manager, ",SAGA,635,89,546,0,0,0,48,15,33
Corpore-Fit-maven,ActorProviderController.delete,1,"Actor, ",SAGA,47,44,3,0,0,0,83,74,9
Corpore-Fit-maven,GymAdministratorController.deleteGym,1,"Administrator, ",SAGA,146,106,40,0,0,0,98,44,54
Corpore-Fit-maven,ActorUserController.save,5,"Routine, ",SAGA,850,19,831,0,0,0,373,2,371
Corpore-Fit-maven,ActorUserController.delete,0,"Activity, Subscription, ActivityBook, Gym, GymRating, Manager, ",SAGA,167,32,135,0,0,0,465,225,240
CPIS_hindi-maven,CICLSocialInvestigationReportController.saveCICLSocialIvestigationreport,1,"AreaDetails, ChildDetails, ",SAGA,136,64,72,0,0,0,95,9,86
CPIS_hindi-maven,CaseHistoryController.saveCaseHistory,2,"CaseHistoryCCI, ChildEmploymentDetails, ",SAGA,315,68,247,0,0,0,37,5,32
CPIS_hindi-maven,FinalOrderController.saveRestorationData,2,"RestorationDetails, ",SAGA,130,4,126,0,0,0,99,19,80
CPIS_hindi-maven,CICLInterimController.saveCICLChildCareInstitutionPendingInquiry,2,"CICLChildCareInstitutionPendingInquiry, ",SAGA,147,81,66,0,0,0,281,15,266
CPIS_hindi-maven,InterimDecisionController.fitInstitutionDetails,2,"ChildPlacedInFitInstitution, ",SAGA,172,8,164,0,0,0,163,14,149
CPIS_hindi-maven,LoginController.loginController,1,"AreaDetails, ",SAGA,15,16,-1,0,0,0,54,16,38
CPIS_hindi-maven,SocialInvestigationReportController.saveSocialIvestigationreport,1,"ChildDetails, ",SAGA,136,64,72,0,0,0,58,3,55
CPIS_hindi-maven,InterimDecisionController.getFosterCareDetails,1,"AreaDetails, ChildDetails, ",SAGA,129,5,124,0,0,0,162,12,150
CPIS_hindi-maven,FinalOrderController.saveLegallyFreeData,2,"LegallyFreeForAdoption, ",SAGA,126,3,123,0,0,0,344,19,325
CPIS_hindi-maven,CCTSChildRegistrationController.childRegistration,5,"NotificationDetails, ",SAGA,151,7,144,0,0,0,97,4,93
CPIS_hindi-maven,CICLSocialBackgroundReportController.init,2,"CICLSocialBackgroundReport, ",SAGA,347,94,253,0,0,0,70,10,60
CPIS_hindi-maven,JobController.doAggregationSingleTp,2,"IndividualCarePlanD, ChildPlacedInFitInstitution, AreaLevel, ChildRegistrationDetails, LegallyFreeForAdoption, RestorationDetails, SocialinvestigationReport, SponsorshipOrder, CICLCaseMoniteringSheet, CICLChildCareInstitutionPendingInquiry, CICLSocialBackgroundReport, CICLSocialInvestigationReport, FollowUpForm, FosterCareDetails, CaseHistoryCCI, IndividualCarePlanA, ChildEmploymentDetails, ",SAGA,11925,112,11813,0,0,0,221659,24,221635
CPIS_hindi-maven,DashboardController.runJob,4,"CCTSTypeDetails, ",SAGA,11905,107,11798,0,0,0,6615,23,6592
CPIS_hindi-maven,JobController.doAggregation,4,"CCTSTypeDetails, ",SAGA,11925,112,11813,0,0,0,298380,24,298356
Curso-Systema-Web-brewer-maven,VendasController.enviarEmail,0,"Cerveja, ItemVenda, Venda, ",SAGA,4,4,0,0,0,0,4,4,0
extremeworld-maven,DiscussController.create,7,"Taxonomy, Media, MediaWrap, ",SAGA,190,66,124,0,0,0,14,6,8
extremeworld-maven,TopicRestController.get,4,"Collection, ",SAGA,18,19,-1,0,0,0,34,26,8
extremeworld-maven,TopicRestController.getTopicByReplyId,10,"User, ",SAGA,18,18,0,0,0,0,30,28,2
extremeworld-maven,CourseController.addExplan,2,"Hobby, Topic, ",SAGA,191,72,119,0,0,0,18,5,13
extremeworld-maven,TopicController.create,10,"User, ",SAGA,125,44,81,0,0,0,9,4,5
extremeworld-maven,CollectionRestController.collection,4,"Collection, ",SAGA,67,46,21,0,0,0,12,4,8
extremeworld-maven,TopicRestController.getTopicOfMe,4,"Collection, ",SAGA,18,18,0,0,4,-4,22,26,-4
extremeworld-maven,ExhibitionRestController.create,10,"User, ",SAGA,114,25,89,0,0,0,15,8,7
extremeworld-maven,VideoController.create,2,"Hobby, Topic, ",SAGA,148,67,81,0,0,0,10,5,5
extremeworld-maven,TopicScoreRestController.create,5,"Course, ",SAGA,145,65,80,0,0,0,255,11,244
FirstWebShop-maven,CheckoutController.checkout,0,"Wood, Butt, CarvingJoint, Category, Damper, Ferula, GashType, MainMaterial, MaterialJoint, RingBumper, RingEnd, Shaft, TypeSticker, ",SAGA,817,695,122,0,2,-2,186,51,135
hrm_backend-maven,TerminationRecordController.addTerminationRecord,2,"User, ",SAGA,196,93,103,0,0,0,8,3,5
hrm_backend-maven,TerminationRecordController.editTerminationRecord,2,"User, ",SAGA,192,92,100,0,0,0,8,3,5
hrm_backend-maven,AttachmentsController.addAttachments,2,"User, ",SAGA,200,95,105,0,0,0,10,4,6
hrm_backend-maven,LeaveAllocationController.allocateLeave,1,"LeaveAllocation, LeaveType, ",SAGA,214,107,107,0,0,0,12,4,8
hrm_backend-maven,VacancyController.updateVacancy,2,"User, ",SAGA,166,86,80,0,0,0,10,5,5
hrm_backend-maven,CancelLeaveRequestController.rejectCancelLeaveRequest,1,"LeaveRequest, CancelLeaveRequest, ",SAGA,94,94,0,0,0,0,16,5,11
hrm_backend-maven,AttachmentsController.editAttachments,11,"TerminationType, ",SAGA,200,95,105,0,8,-8,10,4,6
hrm_backend-maven,VacancyController.postVacancy,2,"User, ",SAGA,166,86,80,0,0,0,10,5,5
hrm_backend-maven,AppointmentController.AddAppointment,5,"AppointmentType, ",SAGA,98,96,2,0,0,0,38,7,31
JavaSpringMvcBlog-maven,PostsController.like,2,"PostRating, ",SAGA,19,18,1,0,0,0,17,5,12
JavaSpringMvcBlog-maven,PostsController.dislike,1,"Post, ",SAGA,19,15,4,0,0,0,10,5,5
learndemo-soufang-maven,AdminController.addHouse,1,"User, ",SAGA,43,17,26,0,0,0,9,4,5
Logos-ShopingCartUnregisteredUser-maven,IndexController.index,0,"Category, ",SAGA,2,2,0,0,0,0,8,5,3
Logos-ShopingCartUnregisteredUser-maven,ItemController.save,0,"Category, NameOfSpecificationDigital, NameOfSpecificationString, SpecificationString, ",SAGA,38,25,13,0,0,0,14,10,4
maven-project-maven,BankTransController.create,1,"BankEntity, ",SAGA,1231,415,816,0,0,0,445,6,439
maven-project-maven,BankTransRestController.update,1,"BankEntity, ",SAGA,1231,415,816,0,0,0,233,6,227
maven-project-maven,BankTransRestController.create,1,"BankEntity, ",SAGA,1231,413,818,0,0,0,176,6,170
maven-project-maven,BankTransController.update,1,"BankEntity, ",SAGA,1231,413,818,0,0,0,712,6,706
maven-project-maven,WaybillTransRelationController.create,3,"GlobalPrivateCodeEntity, GlobalTransPointEntity, SaleSellerEntity, ContactEntity, StockDepotEntity, ",SAGA,138,39,99,0,0,0,201,221,-20
maven-project-maven,WaybillTransRelationController.update,3,"GlobalPrivateCodeEntity, GlobalTransPointEntity, SaleSellerEntity, ContactEntity, StockDepotEntity, ",SAGA,138,39,99,0,0,0,126,216,-90
maven-project-maven,OrderTransFactorController.create,7,"OrderTransSourceEntity, OrderTransStatusEntity, OrderTransEntity, ",SAGA,155,78,77,0,0,0,1478,223,1255
maven-project-maven,WaybillTransFactorController.create,3,"GlobalPrivateCodeEntity, GlobalTransPointEntity, SaleSellerEntity, ContactEntity, StockDepotEntity, ",SAGA,185,88,97,0,0,0,1566,218,1348
maven-project-maven,OrderTransFactorController.update,3,"GlobalPrivateCodeEntity, GlobalTransPointEntity, SaleSellerEntity, ContactEntity, StockDepotEntity, ",SAGA,155,78,77,0,0,0,1032,223,809
maven-project-maven,WaybillTransFactorController.update,10,"WaybillTransSourceEntity, WaybillTransStatusEntity, WaybillTransEntity, ",SAGA,185,88,97,0,0,0,1258,223,1035
maven-project-maven,WaybillTransDetailRestController.update,8,"StockEntity, ",SAGA,2624,914,1710,0,0,0,424,10,414
maven-project-maven,WaybillTransDetailRestController.create,8,"StockEntity, ",SAGA,2624,914,1710,0,0,0,111,10,101
maven-project-maven,OrderTransDetailRestController.create,8,"StockEntity, ",SAGA,2606,894,1712,0,0,0,126,10,116
maven-project-maven,OrderTransDetailRestController.update,8,"StockEntity, ",SAGA,2606,896,1710,0,0,0,464,10,454
maven-project-maven,WaybillTransDetailController.update,8,"StockEntity, StockExtraFieldsEntity, StockCategoryEntity, ",SAGA,2624,914,1710,0,0,0,1835,44,1791
maven-project-maven,WaybillTransDetailController.create,8,"StockEntity, StockExtraFieldsEntity, StockCategoryEntity, ",SAGA,2624,914,1710,0,0,0,3501,44,3457
maven-project-maven,OrderTransDetailController.create,8,"StockEntity, StockExtraFieldsEntity, StockCategoryEntity, ",SAGA,2606,896,1710,0,0,0,3515,44,3471
maven-project-maven,OrderTransDetailController.update,7,"OrderTransSourceEntity, OrderTransStatusEntity, OrderTransDetailEntity, OrderTransEntity, ",SAGA,2606,902,1704,0,0,0,2128,73,2055
myweb-maven,RoleController.auth,0,"Operation, ",SAGA,8,7,1,0,0,0,10,4,6
quizzes-tutor-launcher,AssessmentController.createAssessment,0,"Assessment, TopicConjunction, ",SAGA,97,25,72,0,0,0,13,16,-3
quizzes-tutor-launcher,AdministrationController.removeCourseExecution,2,"CourseExecution, Quiz, User, ",SAGA,33,36,-3,0,0,0,24,9,15
quizzes-tutor-launcher,StatementController.getNewQuiz,0,"Assessment, TopicConjunction, ",SAGA,212,98,114,0,0,0,66,40,26
soad-maven,TeamController.associateStack,0,"Application, ",SAGA,46,16,30,0,0,0,36,11,25
soad-maven,TeamController.associateApplication,0,"Application, ",SAGA,15,17,-2,0,0,0,23,15,8
soad-maven,TeamController.disassociateStack,0,"Application, ",SAGA,46,15,31,0,0,0,12,11,1
